249,1,81
250,1,24
251,0,20
252,0,55
253,1,85
255,0,78
256,0,84
257,1,81
258,1,62
260,1,62
261,0,76
262,0,63
263,0,56
264,1,62
265,0,56
266,1,78
267,1,25
268,1,66
269,0,40
270,0,80
663,1,57
664,1,82
665,0,67
666,1,60
667,1,70
668,1,87
669,0,61
670,0,81
671,0,47
672,0,47
673,0,56
674,1,79
675,1,62
676,0,21
677,0,62
678,1,53
679,1,86
680,1,77
681,1,41
682,1,82
685,1,62
686,1,62
687,0,62
688,0,82
689,1,57
690,0,79
692,1,62
693,1,62
694,1,62
695,1,85
696,1,62
697,0,26
698,1,62
699,0,40
700,0,83
702,0,57
703,0,74
704,0,81
705,0,69
707,1,89
708,0,72
709,1,62
710,1,73
711,0,85
712,0,85
713,1,62
715,1,44
716,0,70
717,1,78
718,0,65
719,0,83
720,1,52
721,0,39
722,1,46
723,1,80
724,0,62
725,0,50
726,1,77
727,1,77
728,0,84
729,1,63
730,0,62
731,1,79
732,1,67
733,0,82
734,1,63
735,1,60
736,1,35
737,1,62
738,0,62
739,1,60
740,1,75
741,0,32
742,1,62
743,0,77
744,0,82
745,0,61
746,0,74
747,0,84
748,0,20
749,0,67
750,1,36
751,0,56
752,1,85
754,1,73
755,1,72
756,1,73
757,1,45
758,1,62
759,0,62
760,0,62
761,1,38
762,1,62
763,0,62
764,1,62
765,1,79
766,1,86
767,0,83
768,1,66
770,1,69
771,0,71
772,0,66
773,0,58
774,0,85
775,0,62
776,0,61
778,1,62
779,0,75
780,1,86
781,1,76
782,0,81
783,1,62
784,1,69
785,1,82
786,0,82
787,1,80
788,1,72
789,1,62
790,1,62
791,1,70
792,1,86
793,1,79
794,1,81
795,0,62
796,0,80
797,0,43
798,0,68
799,1,59
800,1,62
801,1,47
802,0,62
803,1,88
804,0,69
805,0,49
806,0,84
807,0,78
808,1,55
809,0,62
810,1,52
811,0,57
812,0,62
813,0,62
814,0,47
815,0,48
816,1,70
817,1,62
818,1,37
819,0,71
820,0,67
821,1,62
822,0,37
823,1,37
824,0,70
825,0,62
827,1,62
828,0,24
829,1,62
830,0,62
831,1,84
832,1,82
833,0,62
834,0,76
835,0,82
836,0,62
837,1,68
839,1,62
840,1,20
841,1,43
842,1,62
843,0,45
844,1,62
845,0,62
846,0,65
847,1,62
849,0,80
851,1,62
852,0,52
853,0,19
854,0,67
855,1,33
856,0,58
857,0,46
858,0,1
859,1,75
860,1,61
862,0,62
863,0,64
864,0,71
646,0,62
647,0,62
648,0,62
649,0,62
650,0,58
651,0,48
652,0,22
653,0,77
654,1,51
655,1,35
656,1,62
657,0,68
659,0,62
662,0,62
2,0,62
3,0,76
4,1,48
5,0,62
6,1,66
7,1,62
8,0,62
9,0,41
10,1,62
11,1,50
12,0,72
13,1,40
16,0,62
17,1,48
18,0,51
19,0,62
20,1,76
21,0,88
22,1,65
23,0,75
24,0,39
25,0,59
26,0,72
27,1,62
28,0,74
30,0,62
31,0,72
32,0,46
33,0,82
34,0,62
35,1,70
36,0,73
37,0,69
38,0,76
39,1,62
41,0,56
42,0,61
43,0,33
44,0,80
45,0,42
46,0,74
49,0,81
50,0,62
51,0,62
52,0,39
53,0,46
54,1,62
55,1,64
56,1,62
57,1,62
58,1,62
59,1,87
60,1,62
61,0,56
62,0,69
63,0,89
64,1,27
65,0,26
66,1,62
67,0,73
68,1,42
69,1,62
70,1,62
71,1,37
72,0,62
73,1,57
74,1,62
75,1,77
77,0,45
78,0,49
79,0,52
80,0,44
81,0,86
82,0,62
83,1,66
84,1,45
85,0,77
86,1,46
87,0,62
88,0,29
89,1,62
91,1,82
92,1,62
93,1,62
94,0,75
95,0,44
96,0,39
97,0,74
98,1,41
99,0,73
100,1,72
101,0,82
102,0,62
103,1,60
104,0,62
105,1,36
106,0,28
107,0,70
108,0,72
109,1,25
110,0,62
111,1,69
112,0,62
113,0,35
114,0,48
115,1,75
116,0,62
117,1,50
118,1,62
119,0,27
120,1,62
122,0,62
123,0,56
124,0,70
125,1,51
126,1,62
127,1,48
128,1,62
129,0,37
130,0,61
131,0,62
132,1,56
133,0,77
134,0,81
135,0,51
136,0,52
137,0,74
138,0,51
139,1,62
140,0,53
141,0,80
142,1,48
143,0,52
144,0,54
145,1,56
146,0,85
147,0,25
148,1,78
149,1,62
150,1,38
151,1,62
152,0,80
153,1,62
154,0,54
155,0,32
156,0,63
157,0,81
158,0,68
159,0,62
160,1,50
161,0,72
162,1,89
163,0,80
164,0,82
165,0,86
166,1,62
167,1,62
168,0,62
169,0,71
170,1,71
171,0,62
172,0,46
173,1,68
174,1,25
175,0,62
176,0,79
177,0,77
178,0,48
179,0,30
180,0,62
181,0,65
182,1,41
183,0,51
184,0,57
185,0,62
186,1,76
187,1,67
188,0,56
189,1,34
190,1,62
191,0,73
192,0,65
193,1,62
194,0,47
195,1,74
197,0,46
198,1,73
199,0,49
200,0,24
201,0,72
202,1,75
203,0,58
204,1,62
205,1,75
208,0,50
209,0,73
210,1,55
211,1,85
212,0,62
213,0,62
214,0,63
215,0,62
217,0,68
218,1,79
219,0,62
220,0,62
221,0,33
222,1,70
223,0,68
224,0,70
225,0,31
226,1,27
227,0,62
228,1,79
229,0,62
230,1,62
231,0,39
232,0,62
233,1,62
234,0,54
235,0,77
236,0,58
238,0,57
239,0,78
240,1,57
241,1,84
242,1,77
243,0,43
244,1,62
245,0,76
246,0,69
271,1,46
272,0,67
273,0,34
274,0,66
275,0,82
276,0,35
277,0,62
279,0,74
280,0,62
281,1,60
282,1,74
283,0,76
284,1,87
285,0,45
286,1,86
287,0,71
288,1,62
290,0,75
291,1,73
292,1,57
293,1,47
294,0,79
295,1,61
296,0,74
297,0,62
298,1,73
299,0,62
300,1,62
301,0,85
302,0,59
303,0,21
304,1,62
305,1,77
306,1,61
307,1,75
308,1,29
309,0,62
310,0,43
312,0,62
313,1,79
314,1,40
315,0,73
316,0,62
317,0,34
318,0,63
319,1,47
320,0,66
321,1,77
322,1,83
323,0,58
324,0,55
325,1,58
326,0,42
327,1,42
328,0,66
329,0,52
330,0,68
331,0,62
332,1,62
333,1,65
334,0,62
335,1,77
336,1,62
337,1,62
338,0,76
339,1,68
340,1,61
341,0,62
342,1,73
344,1,58
345,1,62
346,1,85
347,0,60
348,1,46
349,0,62
350,1,81
351,1,51
352,0,76
353,0,64
354,0,60
355,0,62
356,0,59
357,0,64
358,1,62
359,0,49
360,1,76
361,0,55
362,1,86
363,1,62
364,0,71
365,0,59
366,0,52
367,1,60
368,0,62
369,1,75
370,1,84
371,0,33
372,0,45
373,0,34
374,1,62
376,1,72
377,1,70
378,0,71
379,0,57
380,1,62
382,1,56
383,1,80
384,1,70
385,0,62
386,0,48
387,0,62
388,0,61
389,1,73
391,0,84
392,1,62
393,0,61
394,1,80
395,1,75
396,0,60
397,0,20
398,0,57
399,1,62
400,0,84
401,1,62
402,1,51
403,0,62
404,0,78
405,0,86
406,1,68
407,1,68
408,0,79
409,0,66
410,1,82
411,0,62
412,0,76
413,0,82
414,0,80
415,0,79
416,1,56
417,1,51
418,1,83
419,1,59
420,1,63
421,0,52
422,0,58
423,1,80
424,0,21
425,1,58
426,0,62
427,0,59
428,0,62
429,1,77
430,1,78
431,0,62
433,1,52
434,0,77
435,1,62
436,1,48
437,1,49
438,1,23
439,1,83
440,0,37
441,1,41
442,0,62
443,0,71
444,1,62
445,1,83
447,0,62
448,0,69
449,1,36
450,1,81
451,0,62
452,0,61
453,0,80
454,0,56
455,0,62
456,0,47
457,0,54
458,0,50
459,0,62
460,1,62
461,0,83
462,0,71
463,1,62
464,1,22
465,1,62
466,0,62
467,0,62
468,0,51
469,0,62
470,0,71
471,1,76
472,1,87
473,0,62
474,1,62
475,1,62
476,1,62
477,0,72
478,0,62
479,1,71
480,0,49
481,0,41
482,1,84
483,0,62
484,1,62
485,1,66
487,0,57
488,1,80
489,1,75
490,0,87
491,0,80
492,0,40
493,1,41
494,1,62
495,0,77
497,0,24
498,0,59
499,0,71
500,0,60
501,1,84
502,0,50
503,1,70
505,0,57
